word-index,word,sentence-index,text-index,POS
16,the ,17,1,ART
17,command ,17,1,SUBST
18,of ,17,1,PREP
19,the ,17,1,ART
20,Europeans,17,1,SUBST
1,It ,18,1,PRON
2,lodged ,18,1,VERB
3,in ,18,1,PREP
4,my ,18,1,PRON
5,mind ,18,1,SUBST
6,to ,18,1,PREP
7,try ,18,1,VERB
8,and ,18,1,CONJ
9,answer ,18,1,VERB
10,the ,18,1,ART
11,question ,18,1,SUBST
12,whether ,18,1,CONJ
13,there ,18,1,PRON
14,was ,18,1,VERB
15,something ,18,1,PRON
16,special ,18,1,ADJ
17,about ,18,1,PREP
18,the ,18,1,ART
19,depiction ,18,1,SUBST
20,of ,18,1,PREP
21,angels ,18,1,SUBST
22,in ,18,1,PREP
23,post-conquest ,18,1,ADJ
24,art,18,1,SUBST
25,and ,18,1,CONJ
26,if ,18,1,CONJ
27,so,18,1,ADV
28,what ,18,1,PRON
29,it ,18,1,PRON
30,could ,18,1,VERB
31,be,18,1,VERB
1,I ,19,1,PRON
2,did,19,1,VERB
3,n't ,19,1,ADV
4,make ,19,1,VERB
5,a ,19,1,ART
6,systematic ,19,1,ADJ
7,study ,19,1,SUBST
8,but ,19,1,CONJ
9,I ,19,1,PRON
10,occasionally ,19,1,ADV
11,followed ,19,1,VERB
12,up ,19,1,ADV
13,clues ,19,1,SUBST
14,if ,19,1,CONJ
15,I ,19,1,PRON
16,came ,19,1,VERB
17,across ,19,1,PREP
18,references ,19,1,SUBST
19,in ,19,1,PREP
20,books ,19,1,SUBST
21,and ,19,1,CONJ
22,catalogues,19,1,SUBST
1,I ,20,1,PRON
2,soon ,20,1,ADV
3,learned ,20,1,VERB
4,that ,20,1,CONJ
5,the ,20,1,ART
6,theme ,20,1,SUBST
7,of ,20,1,PREP
8,angels ,20,1,SUBST
9,was ,20,1,VERB
10,one ,20,1,ADJ
11,of ,20,1,PREP
12,the ,20,1,ART
13,most ,20,1,ADV
14,popular ,20,1,ADJ
15,in ,20,1,PREP
16,the ,20,1,ART
17,paintings ,20,1,SUBST
18,produced ,20,1,VERB
19,by ,20,1,PREP
20,indigenous ,20,1,ADJ
21,artists ,20,1,SUBST
22,for ,20,1,PREP
23,the ,20,1,ART
24,complex ,20,1,ADJ
25,iconographic ,20,1,ADJ
26,programmes ,20,1,SUBST
27,of ,20,1,PREP
28,the ,20,1,ART
29,churches ,20,1,SUBST
30,and ,20,1,CONJ
31,missions ,20,1,SUBST
32,established ,20,1,VERB
33,by ,20,1,PREP
34,the ,20,1,ART
35,Spanish ,20,1,ADJ
36,after ,20,1,PREP
37,the ,20,1,ART
38,conquest,20,1,SUBST
1,This ,21,1,ADJ
2,word ,21,1,SUBST
3,popular,21,1,ADJ
4,is ,21,1,VERB
5,problematic ,21,1,ADJ
6,and ,21,1,CONJ
7,will ,21,1,VERB
8,be ,21,1,VERB
9,returned ,21,1,VERB
10,to ,21,1,PREP
11,later,21,1,ADV
1,All ,22,1,ADJ
2,colonial ,22,1,ADJ
3,painting ,22,1,SUBST
4,began ,22,1,VERB
5,in ,22,1,PREP
6,a ,22,1,ART
7,process ,22,1,SUBST
8,of ,22,1,PREP
9,copying,22,1,VERB
1,Indian ,23,1,ADJ
2,artists ,23,1,SUBST
3,were ,23,1,VERB
4,obliged,23,1,VERB
5,or ,23,1,CONJ
6,forced,23,1,VERB
7,to ,23,1,PREP
8,abandon ,23,1,VERB
9,their ,23,1,PRON
10,own ,23,1,ADJ
11,forms ,23,1,SUBST
12,of ,23,1,PREP
13,representation ,23,1,SUBST
14,and ,23,1,CONJ
15,learn ,23,1,VERB
16,the ,23,1,ART
17,European ,23,1,ADJ
18,way,23,1,SUBST
1,But ,24,1,CONJ
2,after ,24,1,CONJ
3,a ,24,1,ART
4,period ,24,1,SUBST
5,of ,24,1,PREP
6,sheer ,24,1,ADJ
7,copying,24,1,SUBST
8,some ,24,1,ADJ
9,themes ,24,1,SUBST
10,took ,24,1,VERB
11,off,24,1,ADV
1,Some ,25,1,ADJ
2,developed ,25,1,VERB
3,differently ,25,1,ADV
4,in ,25,1,PREP
5,the ,25,1,ART
6,American ,25,1,ADJ
7,context,25,1,SUBST
1,Why ,26,1,ADV
2,did ,26,1,VERB
3,angels ,26,1,SUBST
4,especially ,26,1,ADV
5,flourish,26,1,VERB
1,As ,27,1,CONJ
2,I ,27,1,PRON
3,investigated ,27,1,VERB
4,further,27,1,ADV
5,it ,27,1,PRON
6,seemed ,27,1,VERB
7,to ,27,1,PREP
8,become ,27,1,VERB
9,clear ,27,1,ADJ
10,that ,27,1,CONJ
11,if ,27,1,CONJ
12,this ,27,1,ADJ
13,question ,27,1,SUBST
14,could ,27,1,VERB
15,be ,27,1,VERB
16,answered ,27,1,VERB
17,it ,27,1,PRON
18,could ,27,1,VERB
19,only ,27,1,ADV
20,be ,27,1,VERB
21,in ,27,1,PREP
22,a ,27,1,ART
23,complex ,27,1,ADJ
24,way,27,1,SUBST
1,These ,28,1,ADJ
2,paintings,28,1,SUBST
3,in ,28,1,PREP
4,other ,28,1,ADJ
5,words,28,1,SUBST
6,could ,28,1,VERB
7,only ,28,1,ADV
8,be ,28,1,VERB
9,read ,28,1,VERB
10,as ,28,1,PREP
11,the ,28,1,ART
12,site ,28,1,SUBST
13,of ,28,1,PREP
14,a ,28,1,ART
15,complex ,28,1,ADJ
16,play ,28,1,SUBST
17,of ,28,1,PREP
18,forces,28,1,SUBST
1,They ,29,1,PRON
2,were ,29,1,VERB
3,not ,29,1,ADV
4,simply ,29,1,ADV
5,transcriptions ,29,1,SUBST
6,of ,29,1,PREP
7,the ,29,1,ART
8,power ,29,1,SUBST
9,of ,29,1,PREP
10,the ,29,1,ART
11,conquerors ,29,1,SUBST
12,and ,29,1,CONJ
13,the ,29,1,ART
14,coercive ,29,1,ADJ
15,force ,29,1,SUBST
16,with ,29,1,PREP
17,which ,29,1,PRON
18,they ,29,1,PRON
19,attempted ,29,1,VERB
20,to ,29,1,PREP
21,annihilate ,29,1,VERB
22,the ,29,1,ART
23,existing ,29,1,ADJ
24,culture ,29,1,SUBST
25,and ,29,1,CONJ
26,beliefs ,29,1,SUBST
27,of ,29,1,PREP
28,the ,29,1,ART
29,Indians ,29,1,SUBST
30,and ,29,1,CONJ
31,impose ,29,1,VERB
32,Christianity,29,1,SUBST
1,Nor,30,1,CONJ
2,obviously,30,1,ADV
3,were ,30,1,VERB
4,they ,30,1,PRON
5,a ,30,1,ART
6,simple ,30,1,ADJ
7,expression ,30,1,SUBST
8,of ,30,1,PREP
9,Indian ,30,1,ADJ
10,resistance ,30,1,SUBST
11,to ,30,1,PREP
12,this ,30,1,ADJ
13,assault,30,1,SUBST
1,In ,31,1,PREP
2,some ,31,1,ADJ
3,way ,31,1,SUBST
4,they ,31,1,PRON
5,were ,31,1,VERB
6,both ,31,1,ADJ
7,these ,31,1,ADJ
8,things ,31,1,SUBST
1,The ,32,1,ART
2,more ,32,1,ADV
3,I ,32,1,PRON
4,looked ,32,1,VERB
5,into ,32,1,PREP
6,it ,32,1,PRON
7,the ,32,1,ART
8,more ,32,1,ADV
9,the ,32,1,ART
10,paintings ,32,1,SUBST
11,seemed ,32,1,VERB
12,to ,32,1,PREP
13,go ,32,1,VERB
14,beyond ,32,1,PREP
15,simple ,32,1,ADJ
16,unitary ,32,1,ADJ
17,ideas ,32,1,SUBST
18,of ,32,1,PREP
19,authorship ,32,1,SUBST
20,and ,32,1,CONJ
21,meaning,32,1,SUBST
1,The ,33,1,ART
2,Peruvian ,33,1,ADJ
3,art ,33,1,SUBST
4,historian ,33,1,SUBST
5,Luis ,33,1,SUBST
6,Enrique ,33,1,SUBST
7,Tord ,33,1,SUBST
8,has ,33,1,VERB
9,written,33,1,VERB
1,The ,34,1,ART
2,Spanish ,34,1,ADJ
3,conquest ,34,1,SUBST
4,of ,34,1,PREP
5,the ,34,1,ART
6,Inca ,34,1,ADJ
7,empire ,34,1,SUBST
8,had ,34,1,VERB
9,a ,34,1,ART
10,profound ,34,1,ADJ
11,impact ,34,1,SUBST
12,on ,34,1,PREP
13,many ,34,1,ADJ
14,aspects ,34,1,SUBST
15,of ,34,1,PREP
16,Indian ,34,1,ADJ
17,society,34,1,SUBST
18,but ,34,1,CONJ
19,the ,34,1,ART
20,most ,34,1,ADV
21,serious ,34,1,ADJ
22,blows ,34,1,SUBST
23,suffered ,34,1,VERB
24,by ,34,1,PREP
25,the ,34,1,ART
26,Andean ,34,1,ADJ
27,peoples ,34,1,SUBST
28,were ,34,1,VERB
29,administered ,34,1,VERB
30,by ,34,1,PREP
31,the ,34,1,ART
32,Church,34,1,SUBST
1,The ,35,1,ART
2,efforts ,35,1,SUBST
3,of ,35,1,PREP
4,priests ,35,1,SUBST
5,and ,35,1,CONJ
6,missionaries ,35,1,SUBST
7,to ,35,1,PREP
8,eradicate ,35,1,VERB
9,the ,35,1,ART
10,Indians,35,1,SUBST
11,' ,35,1,UNC
12,ancestral ,35,1,ADJ
13,beliefs ,35,1,SUBST
14,produced ,35,1,VERB
15,profound ,35,1,ADJ
16,emotional ,35,1,ADJ
17,disturbances ,35,1,SUBST
18,great ,35,1,ADJ
19,changes ,35,1,SUBST
20,in ,35,1,PREP
21,their ,35,1,PRON
22,conception ,35,1,SUBST
23,of ,35,1,PREP
24,the ,35,1,ART
25,world,35,1,SUBST
1,To ,36,1,PREP
2,enforce ,36,1,VERB
3,conformity ,36,1,SUBST
4,to ,36,1,PREP
5,the ,36,1,ART
6,new ,36,1,ADJ
7,orthodoxy,36,1,SUBST
8,the ,36,1,ART
9,Spaniards ,36,1,SUBST
10,instituted ,36,1,VERB
11,ecclesiastical ,36,1,ADJ
12,or ,36,1,CONJ
13,inspections ,36,1,SUBST
14,intended ,36,1,VERB
15,to ,36,1,PREP
16,extirpate ,36,1,VERB
17,the ,36,1,ART
18,idolatory ,36,1,ADJ
19,that ,36,1,CONJ
20,persisted ,36,1,VERB
21,long ,36,1,ADV
22,after ,36,1,PREP
23,the ,36,1,ART
24,conquest,36,1,SUBST
1,In ,37,1,PREP
2,the ,37,1,ART
3,sphere ,37,1,SUBST
4,of ,37,1,PREP
5,art ,37,1,SUBST
6,the ,37,1,ART
7,range ,37,1,SUBST
8,of ,37,1,PREP
9,subjects ,37,1,SUBST
10,and ,37,1,CONJ
11,genres ,37,1,SUBST
12,permitted ,37,1,VERB
13,by ,37,1,PREP
14,the ,37,1,ART
15,church ,37,1,SUBST
16,was ,37,1,VERB
17,extremely ,37,1,ADV
18,narrow,37,1,ADJ
19,only ,37,1,ADV
20,in ,37,1,PREP
21,fact ,37,1,SUBST
22,religious ,37,1,ADJ
23,paintings ,37,1,SUBST
24,and ,37,1,CONJ
25,portraits,37,1,SUBST
1,At ,38,1,PREP
2,that ,38,1,ADJ
3,time ,38,1,SUBST
4,after ,38,1,PREP
5,the ,38,1,ART
6,conquest ,38,1,SUBST
7,there ,38,1,PRON
8,was ,38,1,VERB
9,effectively ,38,1,ADV
10,no ,38,1,ART
11,thought,38,1,SUBST
12,recorded ,38,1,ADJ
13,discourse,38,1,SUBST
14,outside ,38,1,PREP
15,the ,38,1,ART
16,religious ,38,1,ADJ
17,framework ,38,1,SUBST
18,and ,38,1,CONJ
19,institutions,38,1,SUBST
1,The ,39,1,ART
2,first ,39,1,ADJ
3,university ,39,1,SUBST
4,in ,39,1,PREP
5,Peru,39,1,SUBST
6,was ,39,1,VERB
7,founded ,39,1,VERB
8,by ,39,1,PREP
9,the ,39,1,ART
10,Dominicans,39,1,SUBST
1,Painting ,40,1,SUBST
2,was ,40,1,VERB
3,from ,40,1,PREP
4,the ,40,1,ART
5,beginning ,40,1,SUBST
6,one ,40,1,ADJ
7,of ,40,1,PREP
8,the ,40,1,ART
9,most ,40,1,ADV
10,important ,40,1,ADJ
11,instruments ,40,1,SUBST
12,of ,40,1,PREP
13,conquest ,40,1,SUBST
14,in ,40,1,PREP
15,the ,40,1,ART
16,sphere ,40,1,SUBST
17,of ,40,1,PREP
18,thinking,40,1,SUBST
19,the ,40,1,ART
20,mind,40,1,SUBST
1,In ,41,1,PREP
2,the ,41,1,ART
3,earliest ,41,1,ADJ
4,years ,41,1,SUBST
5,of ,41,1,PREP
6,their ,41,1,PRON
7,missionary ,41,1,SUBST
8,efforts ,41,1,SUBST
9,Dr ,41,1,SUBST
10,Tord ,41,1,SUBST
11,writes,41,1,VERB
1,the ,42,1,ART
2,friars ,42,1,SUBST
3,discovered ,42,1,VERB
4,that ,42,1,CONJ
5,the ,42,1,ART
6,Indians ,42,1,SUBST
7,were ,42,1,VERB
8,deeply ,42,1,ADV
9,impressed ,42,1,ADJ
10,by ,42,1,PREP
11,sacred ,42,1,ADJ
12,images ,42,1,SUBST
13,created ,42,1,VERB
14,with ,42,1,PREP
15,the ,42,1,ART
16,newest ,42,1,ADJ
17,artistic ,42,1,ADJ
18,techniques ,42,1,SUBST
19,brought ,42,1,VERB
20,from ,42,1,PREP
21,the ,42,1,ART
22,Old ,42,1,ADJ
23,World,42,1,SUBST
1,Those ,43,1,ADJ
2,images ,43,1,SUBST
3,were ,43,1,VERB
4,first ,43,1,ADJ
5,seen ,43,1,VERB
6,in ,43,1,PREP
7,the ,43,1,ART
8,catechisms,43,1,SUBST
9,Bibles,43,1,SUBST
10,books ,43,1,SUBST
11,of ,43,1,PREP
12,hours,43,1,SUBST
13,and ,43,1,CONJ
14,hymnals ,43,1,SUBST
15,used ,43,1,VERB
16,to ,43,1,PREP
17,convert ,43,1,VERB
18,the ,43,1,ART
19,Indians ,43,1,SUBST
20,and ,43,1,CONJ
21,direct ,43,1,VERB
22,their ,43,1,PRON
23,worship,43,1,SUBST
1,The ,44,1,ART
2,Archangel ,44,1,SUBST
3,Raphael,44,1,SUBST
4,by ,44,1,PREP
5,a ,44,1,ART
6,follower ,44,1,SUBST
7,of ,44,1,PREP
8,Luis ,44,1,SUBST
9,de ,44,1,SUBST
10,Riano,44,1,SUBST
11,Cuzco ,44,1,SUBST
12,School ,44,1,SUBST
13,c. ,44,1,ADV
14,1640,44,1,ADJ
1,Oil ,45,1,SUBST
2,on ,45,1,PREP
3,canvas,45,1,SUBST
4,65″ ,45,1,UNC
5,x ,45,1,ADJ
6,42″,45,1,UNC
1,Convento ,46,1,SUBST
2,de ,46,1,SUBST
3,San ,46,1,SUBST
4,Francisco,46,1,SUBST
5,La ,46,1,SUBST
6,Paz,46,1,SUBST
1,The ,47,1,ART
2,Jesuits ,47,1,SUBST
3,brought ,47,1,VERB
4,over ,47,1,PREP
5,their ,47,1,PRON
6,leading ,47,1,ADJ
7,painter ,47,1,SUBST
8,in ,47,1,PREP
9,Europe ,47,1,SUBST
10,in ,47,1,PREP
11,the ,47,1,ART
12,late ,47,1,ADJ
13,sixteenth ,47,1,ADJ
14,century,47,1,SUBST
15,the ,47,1,ART
16,Italian ,47,1,ADJ
17,Bernardo ,47,1,SUBST
18,Bitti,47,1,SUBST
19,to ,47,1,PREP
20,live ,47,1,VERB
21,and ,47,1,CONJ
22,work ,47,1,VERB
23,in ,47,1,PREP
24,Cuzco,47,1,SUBST
1,A ,48,1,ART
2,school ,48,1,SUBST
3,of ,48,1,PREP
4,painting ,48,1,SUBST
5,grew ,48,1,VERB
6,up ,48,1,ADV
7,in ,48,1,PREP
8,Cuzco ,48,1,SUBST
9,which ,48,1,PRON
10,became ,48,1,VERB
11,the ,48,1,ART
12,leading ,48,1,ADJ
13,centre ,48,1,SUBST
14,of ,48,1,PREP
15,the ,48,1,ART
16,production ,48,1,SUBST
17,of ,48,1,PREP
18,paintings ,48,1,SUBST
19,south ,48,1,SUBST
20,of ,48,1,PREP
21,Mexico ,48,1,SUBST
22,and ,48,1,CONJ
23,exported ,48,1,ADJ
24,paintings ,48,1,SUBST
25,and ,48,1,CONJ
26,painters ,48,1,SUBST
27,to ,48,1,PREP
28,many ,48,1,ADJ
29,other ,48,1,ADJ
30,parts ,48,1,SUBST
31,of ,48,1,PREP
32,the ,48,1,ART
33,continent ,48,1,SUBST
34,including ,48,1,PREP
35,remote ,48,1,ADJ
36,areas,48,1,SUBST
1,Leopoldo ,49,1,SUBST
2,Castedo,49,1,SUBST
3,the ,49,1,ART
4,Spanish-Chilean ,49,1,ADJ
5,art ,49,1,SUBST
6,historian ,49,1,SUBST
7,writes,49,1,VERB
1,Of ,50,1,PREP
2,forty-seven ,50,1,ADJ
3,painters ,50,1,SUBST
4,documented ,50,1,VERB
5,in ,50,1,PREP
6,Cuzco ,50,1,SUBST
7,during ,50,1,PREP
8,the ,50,1,ART
9,period,50,1,SUBST
10,thirty-five ,50,1,ADJ
11,were ,50,1,VERB
12,Indians,50,1,SUBST
13,seven ,50,1,ADJ
14,criollos ,50,1,SUBST
15,or ,50,1,CONJ
16,mestizos,50,1,SUBST
17,four ,50,1,ADJ
18,Spaniards,50,1,SUBST
19,and ,50,1,CONJ
20,one ,50,1,ADJ
21,Italian,50,1,SUBST
1,This ,51,1,ADJ
2,list ,51,1,SUBST
3,does ,51,1,VERB
4,not ,51,1,ADV
5,include ,51,1,VERB
6,the ,51,1,ART
7,great ,51,1,ADJ
8,number ,51,1,SUBST
9,of ,51,1,PREP
10,Indians ,51,1,SUBST
11,who ,51,1,PRON
12,remained ,51,1,VERB
13,anonymous,51,1,ADJ
1,The ,52,1,ART
2,similes ,52,1,SUBST
3,usually ,52,1,ADV
4,used ,52,1,VERB
5,to ,52,1,PREP
6,describe ,52,1,VERB
7,the ,52,1,ART
8,hybrid ,52,1,SUBST
9,produced ,52,1,VERB
10,over ,52,1,PREP
11,the ,52,1,ART
12,years ,52,1,SUBST
13,by ,52,1,PREP
14,the ,52,1,ART
15,Cuzco ,52,1,SUBST
16,painters ,52,1,SUBST
17,the ,52,1,ART
18,melding,52,1,SUBST
19,or ,52,1,CONJ
20,blending,52,1,VERB
21,or ,52,1,CONJ
22,the ,52,1,ART
23,intricate ,52,1,ADJ
24,amalgamation,52,1,SUBST
25,of ,52,1,PREP
26,European ,52,1,SUBST
27,and ,52,1,CONJ
28,indigenous ,52,1,ADJ
29,traditions ,52,1,SUBST
30,to ,52,1,PREP
31,produce ,52,1,VERB
32,an ,52,1,ART
33,art ,52,1,SUBST
34,of ,52,1,PREP
35,Byzantine ,52,1,ADJ
36,richness ,52,1,SUBST
37,and ,52,1,CONJ
38,splendour,52,1,VERB
39,obviously ,52,1,ADV
40,belies ,52,1,VERB
41,the ,52,1,ART
42,violence ,52,1,SUBST
